sentiment,text,original_text,cleaned_text,korean_translation
1,"@aBetterPlace DUDE!  I got to meet you! Future East Coast meetup, you are hysterical!","@aBetterPlace DUDE!  I got to meet you! Future East Coast meetup, you are hysterical!",DUDE I got to meet you Future East Coast meetup you are hysterical,친구 내가 너를 만나게 될 미래의 이스트 코스트 모임 너는 히스테리
0,@singlegirlie I feel your pain. Disneyland today on 3hrs of sleep ,@singlegirlie I feel your pain. Disneyland today on 3hrs of sleep ,I feel your pain Disneyland today on 3hrs of sleep,오늘 3 시간 동안 수면에 디즈니 랜드의 고통을 느낍니다.
0,@FromFL Fine food &amp; friends this evening huh? @BlueCrewDNeLLy will be missed! ,@FromFL Fine food &amp; friends this evening huh? @BlueCrewDNeLLy will be missed! ,Fine food amp friends this evening huh will be missed,[번역 오류] Fine food amp friends this evening huh will be missed
0,Damn......its raining ,Damn......its raining ,Damn its raining,젠장 비가 오세요
1,i have a bb pearl here. the keyboard wont let me type a phone number. what should i do? im a SE boy ,i have a bb pearl here. the keyboard wont let me type a phone number. what should i do? im a SE boy ,i have a bb pearl here the keyboard wont let me type a phone number what should i do im a SE boy,여기에 BB 진주가 있습니다. 키보드는 전화 번호를 입력하지 못하게합니다.
0,@kiwinerd Ugh! So sorry. ,@kiwinerd Ugh! So sorry. ,Ugh So sorry,정말 죄송합니다
1,"@carriecruz I know! I don't think they air it on any of the cable channels anymore, but you can download them from the net ","@carriecruz I know! I don't think they air it on any of the cable channels anymore, but you can download them from the net ",I know I don t think they air it on any of the cable channels anymore but you can download them from the net,나는 그들이 더 이상 케이블 채널에서 방송한다고 생각하지 않지만 인터넷에서 다운로드 할 수 있습니다.
1,@AprAnaya  you will !   check the website so you can have an idea as to what product u want to try . I will sent u the email tomorrow ,@AprAnaya  you will !   check the website so you can have an idea as to what product u want to try . I will sent u the email tomorrow ,you will check the website so you can have an idea as to what product u want to try I will sent u the email tomorrow,당신은 웹 사이트를 확인하여 시도하고 싶은 제품에 대한 아이디어를 가질 수 있습니다. 내일 이메일을 보냈습니다.
0,Why couldn't it have been Rodrigo  #BB10,Why couldn't it have been Rodrigo  #BB10,Why couldn t it have been Rodrigo BB10,왜 로드리고 BB10 이었을까요?
0,@JaneHungOz Hey there!  You are here for the fun... until Twitter goes down for maint ,@JaneHungOz Hey there!  You are here for the fun... until Twitter goes down for maint ,Hey there You are here for the fun until Twitter goes down for maint,헤이 거기 트위터가 Maint로 내려갈 때까지 재미를 위해 여기 있습니다.
1,Has just joined Twitter.. It better be good! ,Has just joined Twitter.. It better be good! ,Has just joined Twitter It better be good,방금 트위터에 합류했습니다
0,too much music and nothing to put it on ,too much music and nothing to put it on ,too much music and nothing to put it on,너무 많은 음악과 그것을 입을 것이 없습니다
0,@singlegirlie I'm not sure if Mr Saturday is playing games or not. He had to back out of our dates this week because he's sick ,@singlegirlie I'm not sure if Mr Saturday is playing games or not. He had to back out of our dates this week because he's sick ,I m not sure if Mr Saturday is playing games or not He had to back out of our dates this week because he s sick,토요일 씨가 게임을하고 있는지 여부는 확실하지 않습니다.
0,@ItsJustMe_ He never mentioned amaeballs!  The moment has passed. Sad.,@ItsJustMe_ He never mentioned amaeballs!  The moment has passed. Sad.,He never mentioned amaeballs The moment has passed Sad,그는 그 순간이 슬프게 지나간 Amaeballs를 언급 한 적이 없다
1,"where's all the rain we were supposed to have today? not complaining tho, it's lovely &amp; bright. very happy making ","where's all the rain we were supposed to have today? not complaining tho, it's lovely &amp; bright. very happy making ",where s all the rain we were supposed to have today not complaining tho it s lovely amp bright very happy making,우리가 오늘 우리가 가야했던 모든 비가있는 곳은 어디에서 불평하지 않았다.
1,@nsarryeh your rockinggg twitter..im sooo proud of u ,@nsarryeh your rockinggg twitter..im sooo proud of u ,your rockinggg twitter im sooo proud of u,당신의 rockinggg twitter im sooo를 자랑스럽게 생각합니다
0,Feel bad for my woman. ,Feel bad for my woman. ,Feel bad for my woman,내 여자에게 기분이 나쁘다
1,@mattchew03 LOL yes but Lerff facts predate that!! ,@mattchew03 LOL yes but Lerff facts predate that!! ,LOL yes but Lerff facts predate that,"LOL 예, 그러나 Lerff Facts는 그것을 발행합니다"
1,@gwyn007 @waz7710    no no really its ok! u try em out and then u can see which works and doesnt  by that time its to late,@gwyn007 @waz7710    no no really its ok! u try em out and then u can see which works and doesnt  by that time its to late,no no really its ok u try em out and then u can see which works and doesnt by that time its to late,아니요 정말 괜찮아요
0,"Happy Summer Solstice- in the Northern Hemisphere summers solstice began on June 21, 2009 at 1:45 A.M. EDT  Now the days get shorter ","Happy Summer Solstice- in the Northern Hemisphere summers solstice began on June 21, 2009 at 1:45 A.M. EDT  Now the days get shorter ",Happy Summer Solstice in the Northern Hemisphere summers solstice began on June 21 2009 at 1 45 A M EDT Now the days get shorter,북반구 여름의 해피 여름 동지 Summers Solstice는 2009 년 6 월 21 일에 145 년에 시작되었습니다.
0,@TheRealLFO july 10th!!  i bet i have 2 work! come 2 charlotte! i'm sure my manager wouldn't mind if U sang to me in the fittingroom LOL!,@TheRealLFO july 10th!!  i bet i have 2 work! come 2 charlotte! i'm sure my manager wouldn't mind if U sang to me in the fittingroom LOL!,july 10th i bet i have 2 work come 2 charlotte i m sure my manager wouldn t mind if U sang to me in the fittingroom LOL,7 월 10 일 나는 2 개의 작품을 가지고 있다고 내기
0,idk how to help anymore. maybe youll just have to learn the hard way?... whatever im going 2 bed. drivers ed is gonna be hell tomorrow ,idk how to help anymore. maybe youll just have to learn the hard way?... whatever im going 2 bed. drivers ed is gonna be hell tomorrow ,idk how to help anymore maybe youll just have to learn the hard way whatever im going 2 bed drivers ed is gonna be hell tomorrow,idk 더 이상 도와 드리는 방법 어쩌면 당신은 아마도 내가 내일 지옥이 될 것입니다.
1,"No your today though, so thegirls are free to relaxin the scottish sun ","No your today though, so thegirls are free to relaxin the scottish sun ",No your today though so thegirls are free to relaxin the scottish sun,그래도 오늘은 아니 었어
0,"At work, drinking coffee, kinda listening to local news...hungry as usual ","At work, drinking coffee, kinda listening to local news...hungry as usual ",At work drinking coffee kinda listening to local news hungry as usual,직장에서 커피를 마시면서 평소처럼 배가 고픈 지역 뉴스를 듣고
1,@minxdeluxe thanks! let us know if you need any info from us ,@minxdeluxe thanks! let us know if you need any info from us ,thanks let us know if you need any info from us,감사합니다. 우리에게 정보가 필요한지 알려주세요
0,thinking there are some changes i should make to my papers... but i've already printed them ,thinking there are some changes i should make to my papers... but i've already printed them ,thinking there are some changes i should make to my papers but i ve already printed them,내 논문에 대한 몇 가지 변화가 있다고 생각했지만 이미 인쇄했습니다.
0,On my way to university again. Miss my learning group this morning. ,On my way to university again. Miss my learning group this morning. ,On my way to university again Miss my learning group this morning,대학으로가는 길에 다시 오늘 아침 내 학습 그룹이 그리워요
0,@254mochacharlie losing 10 lbs by 7/15 will be easy? Tell me ur secret!! I've been trying for 5 lbs for months but not getting anywhere. ,@254mochacharlie losing 10 lbs by 7/15 will be easy? Tell me ur secret!! I've been trying for 5 lbs for months but not getting anywhere. ,losing 10 lbs by 7 15 will be easy Tell me ur secret I ve been trying for 5 lbs for months but not getting anywhere,10 파운드를 7 15로 잃는 것은 쉬운 일이 될 것입니다.
1,"is new to twitter. offerings of HELP, are warmly welcomed  hahaha.","is new to twitter. offerings of HELP, are warmly welcomed  hahaha.",is new to twitter offerings of HELP are warmly welcomed hahaha,트위터에 새로운 도움을주는 도움말은 따뜻하게 환영합니다.
0,at church...not feeling very well at all ,at church...not feeling very well at all ,at church not feeling very well at all,교회에서 전혀 기분이 좋지 않습니다
0,No props for the Wine Merch?  ,No props for the Wine Merch?  ,No props for the Wine Merch,와인 상인을위한 소품이 없습니다
0,Heidi has officially destroyed my frogbur  Hopefully I can fix it!,Heidi has officially destroyed my frogbur  Hopefully I can fix it!,Heidi has officially destroyed my frogbur Hopefully I can fix it,Heidi는 공식적으로 내 개구리를 파괴했습니다.
1,im still eating some chocolate from easter  homework/studying for half yearlys is waaay too boring. i prefer the interent xD,im still eating some chocolate from easter  homework/studying for half yearlys is waaay too boring. i prefer the interent xD,im still eating some chocolate from easter homework studying for half yearlys is waaay too boring i prefer the interent xD,나는 여전히 반년 동안 공부하는 부활절 숙제에서 초콜릿을 먹고있다.
1,@sbhoools Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,@sbhoools Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,Get 100 followers a day using Once you add everyone you are on the train or pay vip,기차에있는 모든 사람을 추가하거나 VIP를 지불하면 하루에 100 명의 팔로워를 얻으십시오.
1,@The_OC I was looking for your Breakfast Show page and failed miserably! Where is it?! ,@The_OC I was looking for your Breakfast Show page and failed miserably! Where is it?! ,I was looking for your Breakfast Show page and failed miserably Where is it,나는 당신의 아침 쇼 페이지를 찾고 있었고 비참하게 실패했습니다.
1,"@davidwalters Shwmae David, @Banksyart is now at @Banksyart2 - has been posting there since having probs with his @Banksyart account. ","@davidwalters Shwmae David, @Banksyart is now at @Banksyart2 - has been posting there since having probs with his @Banksyart account. ",Shwmae David is now at has been posting there since having probs with his account,Shwmae David가 현재 자신의 계정으로 프로브를 가지고있는 이후로 게시하고 있습니다.
